date,ticker,event_type,headline,body,severity_true,sentiment,direction_true,original_date,ret_fwd_5d
2012-10-26,LLY,PATENT_IP,LLY involved in patent infringement lawsuit,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,2,negative,-1,2012-07-06,-0.028480610579300403
2012-05-08,GS,SEC_ENFORCEMENT,SEC charges GS with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1,2012-07-06,-0.08686120862508973
2012-10-19,HD,REGULATORY_UPDATE,HD responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2012-07-08,-0.029891631552260267
2012-01-13,HD,DATA_PRIVACY,HD under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",1,negative,-1,2012-07-12,0.031486855207234266
2012-11-02,UNH,REGULATORY_UPDATE,UNH responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",2,negative,-1,2012-07-12,-0.05619970910872618
2012-05-21,META,DATA_PRIVACY,META fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",5,negative,-1,2012-07-19,-0.15251249618913754
2012-09-11,LMT,LABOR_LAWSUIT,LMT settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2012-07-20,-0.00509547260894172
2012-05-09,HUM,LABOR_LAWSUIT,HUM sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",3,negative,-1,2012-07-24,-0.03855374820862034
2012-04-30,TSLA,PATENT_IP,Court rules on intellectual property dispute involving TSLA,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2012-07-24,-0.019921585272427045
2012-01-19,COP,REGULATORY_UPDATE,COP responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2012-07-27,-0.02441456158101496
2012-10-04,ORCL,PATENT_IP,ORCL sues competitor over intellectual property theft,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2012-07-28,-0.03510160319149869
2012-01-26,META,REGULATORY_UPDATE,META responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2012-07-29,
2012-10-19,MRK,FDA_ACTION,MRK faces FDA enforcement for marketing violations,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,2,negative,-1,2012-07-30,-0.018711319539674087
2012-09-14,MCD,PRODUCT_LIABILITY,Consumers allege defects in MCD's product in lawsuit,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1,2012-08-02,0.021919448423975973
2012-11-02,PFE,LABOR_LAWSUIT,PFE settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1,2012-08-04,-0.006634481591330843
2012-10-11,TGT,REGULATORY_UPDATE,Regulatory changes affect TGT's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,4,negative,-1,2012-08-05,0.027591820621964303
2012-05-10,XOM,SUPPLY_CHAIN,XOM faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0,2012-08-05,-0.011226627644628895
2012-09-25,AMZN,SUPPLY_CHAIN,AMZN faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0,2012-08-06,
2012-11-26,TGT,REGULATORY_UPDATE,TGT responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",4,negative,-1,2012-08-07,-0.007645657345558887
2012-03-29,BA,REGULATORY_UPDATE,Regulatory changes affect BA's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0,2012-08-11,-0.006614641025264212
2012-02-14,COST,REGULATORY_UPDATE,COST responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2012-08-11,0.0024972284096280717
2012-11-13,KO,LABOR_LAWSUIT,KO settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2012-08-12,0.030143852538339733
2012-03-20,CVX,REGULATORY_UPDATE,CVX responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,3,negative,-1,2012-08-13,-0.018701642992129952
2012-07-19,TGT,LABOR_LAWSUIT,TGT sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2012-08-16,-0.0031019161523228034
2012-03-09,MCD,SUPPLY_CHAIN,MCD resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",0,neutral,0,2012-08-17,0.008467202179769817
2012-03-05,MS,FINRA_ACTION,FINRA sanctions MS subsidiary for compliance failures,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,3,negative,-1,2012-08-23,-0.0049207297340424505
2012-10-09,ABBV,FDA_APPROVAL,ABBV announces FDA approval of breakthrough treatment,The company announced that the FDA approved its new medication for a specific condition. Analysts anticipate that the approval will enhance the company's competitive position in the pharmaceutical market.,0,positive,1,2012-08-24,
2012-02-14,BAC,SEC_ENFORCEMENT,BAC to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",2,negative,-1,2012-08-25,-0.0037595091442247375
2012-08-23,BA,ACCOUNTING_FRAUD,BA investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",5,negative,-1,2012-08-25,0.006537960170748036
2012-08-28,BA,ANTITRUST,BA hit with antitrust lawsuit alleging monopolistic conduct,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1,2012-08-27,0.0055927937417474816
2012-01-27,COP,REGULATORY_UPDATE,Regulatory changes affect COP's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2012-08-28,0.015273930529857482
2012-02-13,JNJ,FDA_APPROVAL,FDA greenlights JNJ's novel drug,"In a significant milestone, the FDA granted approval for the company's groundbreaking therapy. The development is expected to drive revenue growth and deliver new treatment options for patients.",1,positive,1,2012-09-01,0.005566044984104179
2012-10-01,LMT,ANTITRUST,LMT hit with antitrust lawsuit alleging monopolistic conduct,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1,2012-09-04,0.006100011197156974
2012-07-03,ABBV,FDA_APPROVAL,ABBV announces FDA approval of breakthrough treatment,"In a significant milestone, the FDA granted approval for the company's groundbreaking therapy. The development is expected to drive revenue growth and deliver new treatment options for patients.",1,positive,1,2012-09-04,
2012-02-23,TSLA,PATENT_IP,Court rules on intellectual property dispute involving TSLA,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",0,negative,-1,2012-09-07,-0.0034752976814362846
2012-12-24,TGT,REGULATORY_UPDATE,TGT issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2012-09-07,-0.012093033194850777
2012-04-02,MRK,PATENT_IP,Court rules on intellectual property dispute involving MRK,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",1,negative,-1,2012-09-09,-0.0015580612212326983
2012-01-04,AMZN,PATENT_IP,Court rules on intellectual property dispute involving AMZN,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2012-09-09,
2012-11-21,PFE,LABOR_LAWSUIT,PFE settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2012-09-11,0.020533375118970687
2012-01-13,MS,ACCOUNTING_FRAUD,MS investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",2,negative,-1,2012-09-11,0.09500897796682728
2012-09-12,RTX,LABOR_LAWSUIT,RTX settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1,2012-09-11,0.036661161269029074
2012-12-28,MS,FINRA_ACTION,FINRA sanctions MS subsidiary for compliance failures,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,1,negative,-1,2012-09-14,0.06337283548690764
2012-08-15,WFC,LABOR_LAWSUIT,WFC sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2012-09-18,0.006181999632597801
2012-08-03,HUM,FDA_ACTION,FDA issues warning to HUM over manufacturing practices,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",1,negative,-1,2012-09-18,0.07846927410647342
2012-05-17,WFC,FINRA_ACTION,WFC faces FINRA action over brokerage violations,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,3,negative,-1,2012-09-18,0.011768655392733196
2012-02-23,KO,LABOR_LAWSUIT,Employees file class-action labor lawsuit against KO,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2012-09-22,0.006071227225618703
2012-07-02,IBM,PATENT_IP,Court rules on intellectual property dispute involving IBM,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2012-09-23,-0.048868563751752636
2012-11-16,AAPL,REGULATORY_UPDATE,AAPL responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0,2012-09-25,0.11721110858383632
2012-02-03,SBUX,REGULATORY_UPDATE,SBUX issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2012-09-25,
2012-11-23,GOOG,SEC_ENFORCEMENT,GOOG fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1,2012-09-25,0.04551092790016842
2012-04-20,IBM,REGULATORY_UPDATE,Regulatory changes affect IBM's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2012-09-26,0.03612204644236394
2012-07-30,PG,REGULATORY_UPDATE,PG issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2012-09-30,0.010906093668551442
2012-07-26,META,ANTITRUST,Regulators probe META for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,3,negative,-1,2012-10-02,-0.2536312397151774
2012-09-07,ORCL,SUPPLY_CHAIN,ORCL resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,1,neutral,0,2012-10-06,0.010736076579777265
2012-03-14,LLY,PATENT_IP,LLY involved in patent infringement lawsuit,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,1,negative,-1,2012-10-08,-0.007699775378688489
2012-03-20,BA,ACCOUNTING_FRAUD,BA executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1,2012-10-09,-0.004391921440340951
2012-10-01,PEP,LABOR_LAWSUIT,Employees file class-action labor lawsuit against PEP,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2012-10-13,0.007643131185159913
2012-01-26,HUM,PATENT_IP,Court rules on intellectual property dispute involving HUM,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,3,negative,-1,2012-10-14,0.036391378165547605
2012-08-01,JPM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against JPM,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2012-10-15,0.03222200344886583
2012-09-25,KO,DATA_PRIVACY,KO fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",2,negative,-1,2012-10-16,0.01751561692644943
2012-02-21,AMZN,SEC_ENFORCEMENT,AMZN to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,0,negative,-1,2012-10-20,
2012-04-09,HUM,REGULATORY_UPDATE,HUM responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,2,negative,-1,2012-10-20,-0.019616880183925822
2012-05-04,AMZN,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at AMZN,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1,2012-10-20,
2012-08-15,IBM,SUPPLY_CHAIN,Regulators scrutinize IBM's supply chain practices,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0,2012-10-21,-0.005796276883037299
2012-12-18,PG,PRODUCT_LIABILITY,Consumers allege defects in PG's product in lawsuit,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1,2012-10-24,-0.028154946188420737
2012-10-22,XOM,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at XOM,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",1,negative,-1,2012-10-25,-0.011063789345383213
2012-04-02,MS,SEC_ENFORCEMENT,SEC charges MS with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,0,negative,-1,2012-10-27,-0.12619921901504416
2012-01-04,WMT,LABOR_LAWSUIT,Employees file class-action labor lawsuit against WMT,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,2,negative,-1,2012-10-28,-0.005192039465084175
2012-01-20,ABBV,REGULATORY_UPDATE,Regulatory changes affect ABBV's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2012-10-28,
2012-07-20,ORCL,DATA_PRIVACY,ORCL under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",2,negative,-1,2012-10-31,0.02158015645108824
2012-02-28,TSLA,SEC_ENFORCEMENT,TSLA to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",0,negative,-1,2012-11-01,-0.02070402025140572
2012-04-10,COP,ENVIRONMENTAL,COP under investigation for environmental violations,"The Environmental Protection Agency fined the company for improper disposal of hazardous materials. In response, the company has implemented corrective measures and agreed to periodic audits.",3,negative,-1,2012-11-03,0.007735266232109739
2012-11-30,NVDA,SUPPLY_CHAIN,NVDA resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0,2012-11-06,-0.0008353121633863925
2012-12-19,TGT,REGULATORY_UPDATE,TGT issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,3,negative,-1,2012-11-08,-0.042100166383706394
2012-07-24,RTX,ANTITRUST,RTX hit with antitrust lawsuit alleging monopolistic conduct,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",3,negative,-1,2012-11-09,0.03475099444924612
2012-03-16,IBM,LABOR_LAWSUIT,IBM sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1,2012-11-09,-0.002572447525395649
2012-08-08,LLY,FDA_APPROVAL,LLY announces FDA approval of breakthrough treatment,"After successful clinical trials, the company's drug received FDA approval for market entry. Investors responded positively, reflecting optimism about future sales prospects.",1,positive,1,2012-11-11,0.014434536595638425
2012-08-31,META,DATA_PRIVACY,META fined for violating data privacy regulations,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",3,negative,-1,2012-11-11,0.041528046799852225
2012-01-31,XOM,SUPPLY_CHAIN,XOM faces supply chain disruptions amid regulatory probe,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,5,negative,-1,2012-11-12,0.031048785898764697
2012-03-21,META,LABOR_LAWSUIT,META sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1,2012-11-18,
2012-07-20,BA,LABOR_LAWSUIT,BA sued over labor practice allegations,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,2,negative,-1,2012-11-18,0.02192447405962361
2012-05-24,SBUX,SUPPLY_CHAIN,SBUX resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0,2012-11-21,
2012-09-21,HD,SUPPLY_CHAIN,HD resolves supply chain compliance issue,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,1,neutral,0,2012-11-28,0.01598766455078926
2012-08-14,AAPL,SUPPLY_CHAIN,Regulators scrutinize AAPL's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,0,neutral,0,2012-11-28,0.03857928698091406
2012-05-14,C,FINRA_ACTION,FINRA sanctions C subsidiary for compliance failures,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,2,negative,-1,2012-11-29,-0.06716387687137937
2012-07-11,GOOG,PATENT_IP,GOOG sues competitor over intellectual property theft,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,2,negative,-1,2012-12-01,0.016754410185839008
2012-10-03,SBUX,PRODUCT_LIABILITY,SBUX reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1,2012-12-02,
2012-07-24,PEP,LABOR_LAWSUIT,Employees file class-action labor lawsuit against PEP,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",3,negative,-1,2012-12-03,0.05727548413246697
2012-05-17,JPM,FINRA_ACTION,FINRA sanctions JPM subsidiary for compliance failures,"Regulators found that the company violated FINRA rules regarding recordkeeping and trade disclosures. In addition to the monetary penalty, the company must implement enhanced oversight protocols.",4,negative,-1,2012-12-06,0.0011787804268084123
2012-11-08,KO,LABOR_LAWSUIT,Employees file class-action labor lawsuit against KO,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,2,negative,-1,2012-12-06,0.0019255532928659225
2012-09-26,ORCL,SEC_ENFORCEMENT,ORCL fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",3,negative,-1,2012-12-06,0.0354705249150542
2012-12-24,ORCL,DATA_PRIVACY,ORCL fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1,2012-12-07,0.03213367144239254
2012-02-08,JNJ,PRODUCT_LIABILITY,JNJ reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1,2012-12-11,-0.009043239538045866
2012-05-04,CVX,ACCOUNTING_FRAUD,CVX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",3,negative,-1,2012-12-12,-0.009930346939882262
2012-11-15,IBM,REGULATORY_UPDATE,Regulatory changes affect IBM's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2012-12-12,0.041108215391949754
2012-07-18,CVX,SUPPLY_CHAIN,Regulators scrutinize CVX's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,1,neutral,0,2012-12-14,-0.016870631542992176
2022-11-25,NFLX,LABOR_LAWSUIT,Employees file class-action labor lawsuit against NFLX,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1,2012-12-15,
2012-01-06,LMT,ANTITRUST,Regulators probe LMT for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,1,negative,-1,2012-12-21,0.01925473643355491
2012-01-23,GOOG,SUPPLY_CHAIN,Regulators scrutinize GOOG's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0,2012-12-22,-0.01337263855740023
2012-06-21,BAC,LABOR_LAWSUIT,Employees file class-action labor lawsuit against BAC,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",2,negative,-1,2012-12-24,-0.010230130523823044
2012-04-02,UNH,LABOR_LAWSUIT,UNH sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1,2012-12-26,-0.026386712193659845
2012-06-28,HD,DATA_PRIVACY,HD fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1,2012-12-28,0.008898989972683236
2012-06-01,AAPL,SUPPLY_CHAIN,AAPL faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",2,negative,-1,2012-12-29,0.03445730986819706
2012-05-29,NFLX,PATENT_IP,NFLX sues competitor over intellectual property theft,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1,2012-12-30,
2012-12-10,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1,2012-12-31,-0.00040584296179169144
2013-02-14,COP,REGULATORY_UPDATE,COP issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0,2013-01-04,0.004834771617066691
2013-10-31,KO,PRODUCT_LIABILITY,KO reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1,2013-01-10,0.006570508993182456
2013-11-20,SBUX,REGULATORY_UPDATE,SBUX issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0,2013-01-12,
2013-08-23,HD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against HD,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1,2013-01-12,0.008119880447379435
2013-06-11,COST,LABOR_LAWSUIT,Employees file class-action labor lawsuit against COST,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1,2013-01-13,0.018814559505744954
2013-03-04,LLY,REGULATORY_UPDATE,Regulatory changes affect LLY's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0,2013-01-15,0.005660982295733197
2013-10-11,C,REGULATORY_UPDATE,C responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2013-01-17,0.039211485005532065
2013-06-21,AMZN,REGULATORY_UPDATE,Regulatory changes affect AMZN's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0,2013-01-17,
