
date,ticker,event_type,headline,body,severity_true,sentiment,direction_true
2012-12-06,KO,LABOR_LAWSUIT,Employees file class-action labor lawsuit against KO,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,2,negative,-1
2012-12-06,ORCL,SEC_ENFORCEMENT,ORCL fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",3,negative,-1
2012-12-07,ORCL,DATA_PRIVACY,ORCL fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,0,negative,-1
2012-12-11,JNJ,PRODUCT_LIABILITY,JNJ reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",0,negative,-1
2012-12-12,CVX,ACCOUNTING_FRAUD,CVX executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",3,negative,-1
2012-12-12,IBM,REGULATORY_UPDATE,Regulatory changes affect IBM's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2012-12-14,CVX,SUPPLY_CHAIN,Regulators scrutinize CVX's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,1,neutral,0
2012-12-15,NFLX,LABOR_LAWSUIT,Employees file class-action labor lawsuit against NFLX,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1
2012-12-21,LMT,ANTITRUST,Regulators probe LMT for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,1,negative,-1
2012-12-22,GOOG,SUPPLY_CHAIN,Regulators scrutinize GOOG's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2012-12-24,BAC,LABOR_LAWSUIT,Employees file class-action labor lawsuit against BAC,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",2,negative,-1
2012-12-26,UNH,LABOR_LAWSUIT,UNH sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",0,negative,-1
2012-12-28,HD,DATA_PRIVACY,HD fined for violating data privacy regulations,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1
2012-12-29,AAPL,SUPPLY_CHAIN,AAPL faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",2,negative,-1
2012-12-30,NFLX,PATENT_IP,NFLX sues competitor over intellectual property theft,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1
2012-12-31,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1
2013-01-03,BP,REGULATORY_UPDATE,BP responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,4,negative,-1
2013-01-04,COP,REGULATORY_UPDATE,COP issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2013-01-10,KO,PRODUCT_LIABILITY,KO reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1
2013-01-12,SBUX,REGULATORY_UPDATE,SBUX issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2013-01-12,HD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against HD,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2013-01-13,COST,LABOR_LAWSUIT,Employees file class-action labor lawsuit against COST,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2013-01-15,LLY,REGULATORY_UPDATE,Regulatory changes affect LLY's operations,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2013-01-17,C,REGULATORY_UPDATE,C responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-01-17,AMZN,REGULATORY_UPDATE,Regulatory changes affect AMZN's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-01-18,DIS,DATA_PRIVACY,DIS under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,2,negative,-1
2013-01-18,RTX,REGULATORY_UPDATE,Regulatory changes affect RTX's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2013-01-19,PFE,PRODUCT_LIABILITY,PFE reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1
2013-01-21,XOM,SUPPLY_CHAIN,XOM faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",3,negative,-1
2013-01-21,BA,REGULATORY_UPDATE,Regulatory changes affect BA's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-01-24,LMT,LABOR_LAWSUIT,LMT settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2013-01-25,PFE,PRODUCT_LIABILITY,PFE reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,2,negative,-1
2013-01-25,XOM,SEC_ENFORCEMENT,SEC charges XOM with securities law violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1
2013-02-01,MRK,FDA_ACTION,FDA issues warning to MRK over manufacturing practices,"Following reports of adverse events, the FDA placed restrictions on the company's product pending additional data. The company is cooperating with regulators and providing the requested information.",0,negative,-1
2013-02-01,BP,SUPPLY_CHAIN,BP resolves supply chain compliance issue,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0
2013-02-01,TSLA,SUPPLY_CHAIN,Regulators scrutinize TSLA's supply chain practices,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,3,negative,-1
2013-02-07,AMZN,ANTITRUST,Regulators probe AMZN for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1
2013-02-09,CVX,ACCOUNTING_FRAUD,CVX investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1
2013-02-09,MSFT,ACCOUNTING_FRAUD,MSFT investigated over alleged accounting misconduct,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1
2013-02-10,HUM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against HUM,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,1,negative,-1
2013-02-10,COST,DATA_PRIVACY,COST under scrutiny for handling of user data,Regulators imposed a fine after finding that the company failed to obtain proper consent for collecting user information. The violation underlines the growing scrutiny of data protection practices in the technology industry.,1,negative,-1
2013-02-12,PEP,PRODUCT_LIABILITY,PEP reaches settlement in product liability case,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2013-02-12,HUM,REGULATORY_UPDATE,HUM issues statement on updated compliance rules,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2013-02-14,KO,PRODUCT_LIABILITY,KO faces product liability lawsuit over safety claims,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,1,negative,-1
2013-02-17,TSLA,ANTITRUST,TSLA faces antitrust investigation over market practices,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1
2013-02-19,ORCL,SUPPLY_CHAIN,ORCL faces supply chain disruptions amid regulatory probe,"After working with regulators, the company announced it has resolved compliance concerns related to its supply chain. The resolution includes enhanced oversight and revised contracts with suppliers.",1,neutral,0
2013-02-19,BAC,LABOR_LAWSUIT,Employees file class-action labor lawsuit against BAC,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2013-02-20,XOM,SEC_ENFORCEMENT,XOM to restate earnings after SEC investigation,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1
2013-02-20,XOM,SUPPLY_CHAIN,Regulators scrutinize XOM's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2013-02-22,MS,FINRA_ACTION,FINRA sanctions MS subsidiary for compliance failures,FINRA issued a disciplinary action against the company for not properly vetting certain securities offerings. The firm has responded by reviewing its internal processes to prevent future violations.,3,negative,-1
2013-02-23,MSFT,DATA_PRIVACY,MSFT fined for violating data privacy regulations,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",3,negative,-1
2013-02-23,TGT,SUPPLY_CHAIN,Regulators scrutinize TGT's supply chain practices,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2013-02-24,WMT,REGULATORY_UPDATE,WMT responds to new regulatory requirements,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,1,neutral,0
2013-02-26,MS,ACCOUNTING_FRAUD,MS executives charged in accounting fraud scheme,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",1,negative,-1
2013-02-26,WFC,REGULATORY_UPDATE,Regulatory changes affect WFC's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2013-02-28,JNJ,PATENT_IP,JNJ sues competitor over intellectual property theft,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1
2013-03-03,BP,SEC_ENFORCEMENT,BP fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",0,negative,-1
2013-03-03,IBM,LABOR_LAWSUIT,Employees file class-action labor lawsuit against IBM,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2013-03-05,BA,ANTITRUST,Regulators probe BA for alleged anticompetitive behavior,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1
2013-03-07,HD,LABOR_LAWSUIT,Employees file class-action labor lawsuit against HD,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
2013-03-09,XOM,ENVIRONMENTAL,XOM agrees to remediate environmental contamination,"Following an investigation, the company acknowledged environmental compliance issues at certain sites. Remediation efforts are underway to address contamination and prevent future violations.",1,negative,-1
2013-03-09,IBM,SEC_ENFORCEMENT,IBM fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",2,negative,-1
2013-03-10,PFE,FDA_APPROVAL,PFE receives FDA approval for new therapy,"In a significant milestone, the FDA granted approval for the company's groundbreaking therapy. The development is expected to drive revenue growth and deliver new treatment options for patients.",1,positive,1
2013-03-10,RTX,ANTITRUST,RTX faces antitrust investigation over market practices,Regulatory officials allege that the company has been leveraging its market position to stifle competition. The ongoing inquiry is expected to examine pricing strategies and exclusivity agreements.,1,negative,-1
2013-03-14,PG,DATA_PRIVACY,PG under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",1,negative,-1
2013-03-14,XOM,SUPPLY_CHAIN,XOM faces supply chain disruptions amid regulatory probe,The company disclosed disruptions in its supply chain due to a regulatory investigation into one of its key partners. Management is exploring alternative suppliers to mitigate potential shortages.,0,neutral,0
2013-03-18,JNJ,LABOR_LAWSUIT,JNJ sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,5,negative,-1
2013-03-19,COST,PRODUCT_LIABILITY,COST reaches settlement in product liability case,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1
2013-03-21,NFLX,SUPPLY_CHAIN,NFLX resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,2,negative,-1
2013-03-24,LMT,REGULATORY_UPDATE,LMT issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-03-27,SBUX,REGULATORY_UPDATE,SBUX responds to new regulatory requirements,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,3,negative,-1
2013-03-28,LLY,PRODUCT_LIABILITY,LLY faces product liability lawsuit over safety claims,Regulatory filings show that the company faces multiple product liability suits alleging harm from its products. The company is evaluating legal strategies to address these claims.,0,negative,-1
2013-03-29,PEP,REGULATORY_UPDATE,PEP responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",2,negative,-1
2013-03-29,GS,SEC_ENFORCEMENT,SEC charges GS with securities law violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",1,negative,-1
2013-03-29,MSFT,SEC_ENFORCEMENT,MSFT fined by SEC for disclosure violations,"According to regulatory filings, the company settled with the SEC over allegations of inadequate internal controls. The resolution involves a monetary fine and the appointment of an independent monitor.",0,negative,-1
2013-03-30,HUM,PRODUCT_LIABILITY,Consumers allege defects in HUM's product in lawsuit,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,0,negative,-1
2013-03-30,PG,REGULATORY_UPDATE,Regulatory changes affect PG's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2013-04-01,WMT,LABOR_LAWSUIT,WMT settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2013-04-04,C,SEC_ENFORCEMENT,C to restate earnings after SEC investigation,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,1,negative,-1
2013-04-08,META,REGULATORY_UPDATE,META issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,0,neutral,0
2013-04-25,PEP,PRODUCT_LIABILITY,PEP reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,5,negative,-1
2013-04-29,MCD,DATA_PRIVACY,MCD fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",3,negative,-1
2013-04-29,C,LABOR_LAWSUIT,C settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2013-05-01,GS,FINRA_ACTION,FINRA fines GS for supervisory lapses,The Financial Industry Regulatory Authority sanctioned the company's brokerage division for failing to supervise certain trades. The action includes a fine and remedial measures to improve compliance.,0,negative,-1
2013-05-01,NVDA,DATA_PRIVACY,NVDA announces data breach affecting customer records,"Following complaints from users, investigators are reviewing whether the company adequately disclosed how it uses personal data. The company asserts that it complies with applicable privacy laws and continues to enhance transparency.",0,negative,-1
2013-05-03,LMT,REGULATORY_UPDATE,LMT issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2013-05-06,ORCL,PATENT_IP,Court rules on intellectual property dispute involving ORCL,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",2,negative,-1
2013-05-07,PFE,REGULATORY_UPDATE,PFE issues statement on updated compliance rules,Industry-wide regulatory changes have prompted the company to modify certain practices. Executives anticipate minor operational impacts but emphasized the importance of maintaining compliance.,1,neutral,0
2013-05-10,MSFT,ACCOUNTING_FRAUD,MSFT executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",4,negative,-1
2013-05-11,SBUX,PRODUCT_LIABILITY,SBUX reaches settlement in product liability case,Consumers filed a lawsuit claiming that the company's product caused injuries due to design flaws. The company maintains that the product meets safety standards and will contest the allegations.,1,negative,-1
2013-05-11,JNJ,PATENT_IP,Court rules on intellectual property dispute involving JNJ,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,3,negative,-1
2013-05-12,ORCL,LABOR_LAWSUIT,Employees file class-action labor lawsuit against ORCL,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2013-05-14,SBUX,REGULATORY_UPDATE,Regulatory changes affect SBUX's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",1,neutral,0
2013-05-16,TSLA,PATENT_IP,TSLA involved in patent infringement lawsuit,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,1,negative,-1
2013-05-18,AMZN,ACCOUNTING_FRAUD,AMZN executives charged in accounting fraud scheme,"Whistleblower reports prompted authorities to examine the company's books for irregularities. Pending the outcome, stakeholders are expressing concerns about financial reporting practices.",0,negative,-1
2013-05-19,AAPL,SUPPLY_CHAIN,AAPL resolves supply chain compliance issue,Regulatory authorities are examining the company's sourcing practices for potential violations of international trade laws. The inquiry focuses on whether suppliers complied with labor and environmental standards.,3,negative,-1
2013-05-20,WFC,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at WFC,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2013-05-21,UNH,LABOR_LAWSUIT,Employees file class-action labor lawsuit against UNH,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,3,negative,-1
2013-05-26,XOM,ENVIRONMENTAL,XOM agrees to remediate environmental contamination,"Environmental regulators allege that the company violated emissions standards, leading to community concerns about pollution. The company has committed to improving environmental controls and cooperating with authorities.",1,negative,-1
2013-05-26,MSFT,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at MSFT,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",2,negative,-1
2013-05-27,GOOG,REGULATORY_UPDATE,Regulatory changes affect GOOG's operations,The company issued a statement addressing new regulatory requirements affecting its operations. Management indicated ongoing efforts to adapt processes and ensure compliance across all jurisdictions.,0,neutral,0
2013-05-28,PFE,PATENT_IP,PFE involved in patent infringement lawsuit,The company filed a complaint alleging theft of proprietary designs by a rival. The case seeks injunctive relief to prevent further use of the contested intellectual property and compensatory damages for losses incurred.,2,negative,-1
2013-05-30,TGT,DATA_PRIVACY,TGT fined for violating data privacy regulations,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",0,negative,-1
2013-05-31,UNH,FDA_ACTION,UNH faces FDA enforcement for marketing violations,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,0,negative,-1
2013-05-31,TSLA,PATENT_IP,TSLA sues competitor over intellectual property theft,"In a ruling that could set a precedent for similar disputes, a federal judge sided with the company on key points but left other claims to be decided at trial. The outcome may influence the competitive landscape in the industry.",3,negative,-1
2013-05-31,SBUX,LABOR_LAWSUIT,SBUX sued over labor practice allegations,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2013-06-01,AAPL,SEC_ENFORCEMENT,AAPL fined by SEC for disclosure violations,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",1,negative,-1
2013-06-01,BP,SEC_ENFORCEMENT,BP to restate earnings after SEC investigation,"After an investigation into revenue recognition practices, the company announced it would restate prior earnings. The SEC noted cooperation by the company in resolving the matter.",2,negative,-1
2013-06-02,HUM,PRODUCT_LIABILITY,HUM faces product liability lawsuit over safety claims,"A settlement has been reached in a product liability case involving the company and a group of plaintiffs. As part of the agreement, the company agreed to pay damages while denying liability.",1,negative,-1
2013-06-07,TSLA,PATENT_IP,Court rules on intellectual property dispute involving TSLA,The lawsuit centers on allegations that the company's product infringed on patented technology held by a competitor. Legal experts anticipate a protracted battle as both sides argue the validity and scope of the patents involved.,0,negative,-1
2013-06-09,NFLX,REGULATORY_UPDATE,NFLX responds to new regulatory requirements,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",0,neutral,0
2013-06-09,COP,ACCOUNTING_FRAUD,COP investigated over alleged accounting misconduct,"Prosecutors allege that company executives participated in a scheme to inflate revenues and conceal losses. The investigation remains ongoing, and the company has placed the employees involved on administrative leave.",0,negative,-1
2013-06-11,IBM,SEC_ENFORCEMENT,SEC charges IBM with securities law violations,The Securities and Exchange Commission charged the company with violations related to financial disclosures. The company has agreed to pay a civil penalty and enhance its reporting controls.,3,negative,-1
2013-06-15,AMZN,ANTITRUST,Regulators probe AMZN for alleged anticompetitive behavior,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",0,negative,-1
2013-06-15,COST,LABOR_LAWSUIT,COST settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,1,negative,-1
2013-06-16,GS,LABOR_LAWSUIT,Employees file class-action labor lawsuit against GS,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,4,negative,-1
2013-06-17,BA,ANTITRUST,BA hit with antitrust lawsuit alleging monopolistic conduct,"Government agencies have opened an investigation into the company's practices, citing concerns about monopolistic behavior in the tech sector. The company stated it will fully cooperate with authorities and maintain competitive integrity.",0,negative,-1
2013-06-17,XOM,ACCOUNTING_FRAUD,Auditors uncover accounting irregularities at XOM,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",0,negative,-1
2013-06-19,BA,ACCOUNTING_FRAUD,BA investigated over alleged accounting misconduct,"Auditors discovered discrepancies in the company's financial statements, leading to suspicions of accounting misconduct. The firm has initiated an internal review and engaged outside counsel to ensure transparency.",3,negative,-1
2013-06-21,UNH,LABOR_LAWSUIT,UNH settles labor dispute with workforce,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",1,negative,-1
2013-06-27,LMT,ANTITRUST,LMT faces antitrust investigation over market practices,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,0,negative,-1
2013-06-30,COST,DATA_PRIVACY,COST under scrutiny for handling of user data,"An internal audit revealed unauthorized access to customer data, prompting regulatory notification and an investigation. The company has engaged forensic experts to assess the scope and pledged to strengthen security protocols.",1,negative,-1
2013-07-01,BP,REGULATORY_UPDATE,Regulatory changes affect BP's operations,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",3,negative,-1
2013-07-02,AAPL,LABOR_LAWSUIT,AAPL settles labor dispute with workforce,A group of employees alleges that the company violated wage and hour laws by misclassifying workers and failing to pay overtime. The company stated it complies with labor regulations and will defend itself vigorously.,0,negative,-1
2013-07-02,UNH,FDA_ACTION,FDA issues warning to UNH over manufacturing practices,Regulators alleged that the company promoted a drug for unapproved uses. The company has ceased the marketing activity and is working to align promotional practices with regulatory standards.,0,negative,-1
2013-07-07,UNH,LABOR_LAWSUIT,UNH sued over labor practice allegations,"The company reached a settlement with workers who had claimed unfair labor practices. Without admitting wrongdoing, the company agreed to compensation and to implement improved labor policies.",2,negative,-1
2013-07-07,BP,REGULATORY_UPDATE,BP issues statement on updated compliance rules,"In response to updated compliance rules, the company has updated its policies and provided training to employees. Regulators have acknowledged these steps as part of ongoing oversight.",3,negative,-1
2013-07-11,LMT,ANTITRUST,LMT hit with antitrust lawsuit alleging monopolistic conduct,A civil suit filed by competitors claims the company engaged in anticompetitive practices that harmed smaller rivals. The case seeks both injunctive relief and monetary damages for affected parties.,1,negative,-1
2013-07-13,LLY,LABOR_LAWSUIT,LLY settles labor dispute with workforce,Current and former employees filed a class-action suit accusing the company of discriminatory practices and inadequate workplace protections. The lawsuit seeks compensatory damages and policy changes.,0,negative,-1
